url,title,author,view,recommend,tag,synopsis,count,img
https://novelpia.com/novel/370996,오늘도 평화로운 규칙괴담 갤러리,주식고수,"625,700","60,420","#현대판타지
#판타지
#괴담
#규칙괴담
#갤러리
#커뮤니티
#코미디
#갤라리
#갤괴라리","[ㅇ1ㄴ간 ㅅHㄲ1들 조ㄴ나 병ㅅ1ㄴ 같으면 ㄱH추 ヲヲヲヲ]

[괴첩새끼 또 기어들어왔네 방역짤 달린다 알아서 피해라]



오늘도 규칙괴담 갤러리는 평화롭다",25,https://images.novelpia.com/imagebox/cover/f61f7fa8bfad4411db87d2079b2d1033_474373_ori.file
https://novelpia.com/novel/370230,댓글창의 천재 마법사,막걸리는,"678,747","55,985","#판타지
#현대판타지
#TS
#먼치킨
#커뮤니티
#갤러리
#탑등반
#헌터","그냥 매크로 댓글인 줄 알았다.
따라했더니 네 명 밖에 없다던 마법사로 각성해버렸다.",33,https://images.novelpia.com/imagebox/cover/aeb5ce53ca8d5ec5aaf658ad54e820c0_224983_ori.file
https://novelpia.com/novel/308608,다크 판타지 정상화,제팹가격인상니은,"12,478,281","1,118,067","#판타지
#하렘
#먼치킨","내가 빙의된 이 세계는 꿈도 희망도 없는 다크 판타지 게임 속 세상이었다.

전혀 못 느꼈다.


*** 표지는 노벨피아 제공이며, 저작권 역시 노벨피아에 있습니다 ***",304,https://images.novelpia.com/imagebox/cover/4b183b8581e86d45d764a4cd552eb341_288314_ori.file
https://novelpia.com/novel/366785,악역의 엔딩은,언덕궁뎅이,"1,795,708","138,195","#판타지
#하렘
#후회
#피폐
#집착
#회귀
#자살","며칠 전 결말에 다다랐다.
거창한 건 아니고 관자놀이에 총구를 가져다대고 방아쇠를 당겼을 뿐이다.

약혼녀 앞, 누나랑 같은 방, 가끔은 광장에서.
끝을 함께한다는 건 나름 로맨틱한일이 아닌가 싶기도 하다.",63,https://images.novelpia.com/imagebox/cover/186334dd1775fdc1908e5c9ecd18be37_336711_ori.file
https://novelpia.com/novel/363368,헌터들이 집착하는 정신상담사가 되었다,수입참치,"2,525,576","168,824","#현대판타지
#판타지
#현대
#하렘
#로맨스
#집착","환자를 절대 연애대상으로 보지 않는다.

나도, 그렇게 배웠다.

“나 왔어요!”

“…….”

“선생님?”

“…….”

“대답.”

그러나 애초에 연애를 하고 말고는.

내가 정할 수 있는 문제가 아니었다.",66,https://images.novelpia.com/imagebox/cover/ec43cd031f728eff75738c34920092d0_371912_ori.file
https://novelpia.com/novel/372180,갤질하는 천재 의사,렛츠두딧스,"365,437","25,244","#현대판타지
#현대
#갤러리
#전문가
#먼치킨
#착각
#커뮤니티","천재 의사 소리를 듣고 있다.

ㅇㅇ (118.235) : 이 병신새끼는 그것도 못 맞추네 ㅋㅋㅋ

갤러리 유저들 덕분에...

※
모든 의학적 고증은 정확하지 않으며, 실제 의료 현장을 반영하지 않습니다.",25,https://images.novelpia.com/imagebox/cover/3b168892eca4b0e7577ef35af4b25614_25803_ori.file
https://novelpia.com/novel/363891,선녀로 착각당했다.,햇빤,"1,604,122","141,343","#무협
#판타지
#일상
#TS
#먼치킨
#빙의
#퓨전
#착각","산속에 틀어박혀 소일거리를 하며 살다 고금제일의 경지에 올랐으나.

본인만 몰랐다.",69,https://images.novelpia.com/imagebox/cover/32db099c31e7531fcb64971620c6121f_272576_ori.file
https://novelpia.com/novel/355198,망나니 용사를 너무 잘 키웠다,리틀빅,"2,686,428","197,495","#판타지
#하렘
#육성
#먼치킨
#아카데미","멸망을 막기 위해, 과거로 돌아가 세계의 주인공인 용사를 갱생시켜야 한다.

“그러니까 어떻게 꼬셔야 하는지 좀 알려주세요.”

[죽어도 싫네.]

⋯⋯성검에 담겨, 미래에서 함께 회귀한 본인의 영혼과 함께.",106,https://images.novelpia.com/imagebox/cover/f7ebc625f9473808ddb00bc7bd2e701d_86960_ori.file
https://novelpia.com/novel/217943,이 무림의 미친년은 나야,정통무협조와요,"32,150,814","2,867,181","#무협
#TS
#게임빙의","처음 해 보는 무협 게임 속의 여캐가 되었다.
무협에 대해 아는 게 없는데.


폭염맞이 시원한 표지 by 출렁출렁벨루가",906,https://images.novelpia.com/imagebox/cover/dd6defd3d84f7db9810be1004a523ab5_216952_ori.file
https://novelpia.com/novel/300623,이세계 멸망 갤러리,안녕검,"11,287,628","833,883","#판타지
#중세
#일상
#커뮤니티
#갤러리
#아포칼립스
#주딱
#파딱
#이세계","""주딱이 되고 싶다.""

무급 노예 관리자, 주딱의 자리가 탐났던 어느 날.

낯선 문구가 사이트 메인에 나타났다.

[이세계 멸망 갤러리의 관리자로 임명되시겠습니까?]


*작은 안그루는 표지님께서, 큰 백화령은 표지님이 그려주셨습니다 정말 감사합니다!!",371,https://images.novelpia.com/imagebox/cover/8f762343ae63371a3f1906c07e2b02cb_256110_ori.file
https://novelpia.com/novel/362450,내 마법도서관이 살아있다,릿테,"1,303,960","102,507","#판타지
#중세
#먼치킨
#흑막","나만의 마도서를 만들어 보관하는 샌드박스 게임, [셀레스티아 메이커].

게임 속 마법도서관이 현실이 되었다.",61,https://images.novelpia.com/imagebox/cover/d59f08fb4918797ce4193b4172f040c3_185962_ori.file
https://novelpia.com/novel/347096,무림마조,이만두,"2,761,857","224,001","#무협
#하렘
#소프트SM
#소프트얀데레","""네가 가진 장구들로, 내 심마를 해소해줘.""
...이거, SM플레이 장난감인데요.


연재 시간은 매일 9시 입니다.",152,https://images.novelpia.com/imagebox/cover/9f9acba53e0d24cdac9fcc860a8307b9_218343_ori.file
https://novelpia.com/novel/316286,전쟁 명장으로 착각당했다,애완작가,"10,537,394","719,631","#판타지
#전생
#하렘
#근대
#착각
#전쟁
#정치
#코미디","패배가 확정된 제국의 참모 장교가 되었다.

의무 복무 기한이 8년인 제국에서 탈출하는 방법은 불명예 전역 뿐이다.

그런데...

“기뻐해도 좋다, 소위. 네 직감이 정확히 맞아떨어진 덕분에 우리 군은 피해를 사전에 예방할 수 있었다.”

전역하려고 발버둥칠수록 내 고과가 높아지고 있었다.",294,https://images.novelpia.com/imagebox/cover/f7bfbbd2f7166ebc383dbfc53996f343_419430_ori.file
https://novelpia.com/novel/369615,히어로 만화 속 시장님이 되었다,도룡농,"1,352,544","89,522","#현대판타지
#착각
#코미디
#히어로
#운빨
#집착","히어로 만화 속 무능한 악덕 시장이 되었다.

탄핵당해서 비자금 가지고 튀는 게 목표였는데…

왜 자꾸 지지율이 오르는 거지?",83,https://images.novelpia.com/imagebox/cover/07b6d60b1f34e73f0d2c55a1925a2e89_322011_ori.file
https://novelpia.com/novel/363195,괴담에 휘말렸다,김갈비뼈,"1,137,363","121,294","#판타지
#현대판타지
#괴담
#괴이
#무한회귀
#어반
#김괴라리",끔찍한 일에 휘말리고 말았다.,74,https://images.novelpia.com/imagebox/cover/d5c4bf848d7dbe3c97801a39c23fbdec_355914_ori.file
https://novelpia.com/novel/372302,추방 당해서 갤러리를 비활성화 했다,냐무냐무,"383,134","22,708","#판타지
#하렘
#갤러리
#커뮤니티
#먼치킨
#후회
#집착
#이세계
#착각","자, 어디서부터 설명하는 게 좋을까?

게임 광고를 봤는데 이세계로 떨어진 것?
아니면 이세계로 떨어졌는데, 무가치한 인간이라고 추방당한 것?
그것도 아니라면…

[경고! - 오류 발생]
- 인간계와 마계 모두 관리자가 없는 상태입니다.
-> 두 갤러리의 권한을 이시우님에게 이전합니다.
[이전 완료 되었습니다.]

마계랑 인간계 갤러리의 주딱이 되었다는 것?
그래서 인간계 갤러리를 비활성화 했다.


표지 및 삽화는 모두 직접 그렸습니다!",37,https://images.novelpia.com/imagebox/cover/8c58f63dcf42c744ed3f96bb25aa354d_379677_ori.file
https://novelpia.com/novel/370344,로판 육아물의 막내아들이 되었다,김마모,"434,142","31,817","#판타지
#하렘
#로맨스판타지
#육아물
#집착","여성향 로판 육아물 세계의 막내로 전생했다.

그런데 괴물공작도, 후계 자리를 노리는 형제들도, 세계의 주인공도 전부 여자다.

아니 근데 왜 나만 남자야?

#가족물 #학대남주 #힐링육아 #집착녀 #순진남",34,https://images.novelpia.com/imagebox/cover/bc494db45a2ec1e8c990d13c64d37584_332823_ori.file
https://novelpia.com/novel/372669,다크 판타지에서도 쌀은 먹고 살아야지?,미츄리,"369,247","29,880","#판타지
#중세
#먼치킨
#성장
#쌀먹","재획과 쌀먹으로 겨우 입에 풀칠하던 내 인생.
암울한 다크 판타지 게임 속으로 환생까지 해 악착같이 살았다.

「보스 토벌 상자에서 +8,000,000 에테르 획득」
「유물 – 어둠의 손가락 각인서 획득」
「룬 단검 +9 강화 성공」

그런데, 이 세상이 게임보다 더 할만하다?",27,https://images.novelpia.com/imagebox/cover/755ddbe4e66e4372c4605ceacec0469f_444431_ori.file
https://novelpia.com/novel/361296,보급치트로 전쟁의 신이 되었다,겔드마을,"2,232,115","152,890","#판타지
#중세
#하렘
#전쟁
#빙의","귀족 서자에 빙의해서 꿀빨며 살다가 아버지의 명령으로 가장 위험한 전장에 배치되었다.
그런데 최전선 보급 상황이 심각하다.
이딴 지원을 해주면서 국경을 지키라고?

“이번에도 사령관님의 마법 보급품 덕분에 승리할 수 있었습니다!”

중세 판타지에 현대 미군 물자를 풀었더니, 다들 내가 전쟁 명장이란다.",85,https://images.novelpia.com/imagebox/cover/84015c637de4affc7f597694c9a7cf8a_337768_ori.file
https://novelpia.com/novel/346751,회귀한 검은 머리 감독은 미쳤다.,홀본,"1,010,589","70,673","#스포츠
#현대
#감독
#축구
#상태창","펩 과르디올라의 포지션 플레이, 위르겐 클롭의 게겐프레싱과 달리.

내 축구 철학은 간단했다.

축구는,

아파야 한다.",124,https://images.novelpia.com/imagebox/cover/bf15689dbc836de9fc6395276386d188_612515_ori.file
https://novelpia.com/novel/102155,괴담 호텔 탈출기,쿠크루,"22,661,430","2,261,320","#현대판타지
#판타지
#탑등반물","정신차려보니 이상한 호텔에 떨어졌다.

무슨 일이 일어난걸까?


+ Homy 작가님이 작업해주신 작품입니다.

*작품 내 삽화는 저작권 문제가 없는 이미지들입니다.","1,067",https://images.novelpia.com/imagebox/cover/89742eefa18e674018b79868f412d4e0_163257_ori.file
https://novelpia.com/novel/351176,괴이 게임에 치트모드를 적용시켰다.,크라임씬,"2,763,887","210,488","#현대판타지
#괴이
#게임
#빙의
#치트
#갤러리
#먼치킨
#괴담","쫄보인 나는 괴이들이 나오는 게임에 치트모드를 적용시켰고, 빙의되었다.",136,https://images.novelpia.com/imagebox/cover/5b049e72e59613aaa093113650fe3fe4_331926_ori.file
https://novelpia.com/novel/368241,백룸 갤 뉴비가 너무 강함,라즈마,"872,667","57,952","#판타지
#탑
#탑등반
#백룸
#1생존
#1갤러리정보
#성장형먼치킨
#천재
#먼치킨
#후반하렘","현실의 잔해가 뒤엉킨 차원의 뒷공간, 백룸.
그 안에서 나는 갤러리를 이용해 살아남는다.

└ 냉동참치 : 그래서 언제 죽음?
└ 김호구 : 안 죽어, 개새끼야
└ 냉동참치 : ㅋㅋ 플래그 적립하네
└ 김호구 : ;;;;;

* * * * *
표지는 AI로 제작되었습니다.",45,https://images.novelpia.com/imagebox/cover/877aa4b534b0a08406833d2914b73a8b_344654_ori.file
https://novelpia.com/novel/326040,마법 좋아좋아좋아,두유하이볼,"2,707,029","297,075","#판타지
#TS
#마법사
#빙의",마법이 너무 좋아요,181,https://images.novelpia.com/imagebox/cover/6c354ea2fc591f205156cc854e2e8745_384267_ori.file
https://novelpia.com/novel/368370,자산 5천억 TS녀라 회사 때려칩니다,웅나나나나,"317,738","17,325","#현대
#일상
#TS
#재벌
#부자
#착각","[지금 이 빨간 버튼을 누르면 즉시 합법적인 세후 500억을 받습니다. 대신, 50퍼센트 확률로 당신의 성별이 바뀌게 됩니다. 누르시겠습니까?]

그리고 그 버튼을 열 번이나 눌렀다.",39,https://images.novelpia.com/imagebox/cover/8dc19cc9c809311377fd62f05105d110_358902_ori.file
https://novelpia.com/novel/275975,전 버튜버가 하고 싶은데요,플라나리아햄버거,"15,128,619","1,368,942","#현대
#전생
#일상
#TS
#연예계
#배우물","난 분명 버튜버를 하고 싶었을 뿐이었는데…….

정신을 차렸을 때는 배우가 되어있었다.",486,https://images.novelpia.com/imagebox/cover/f7054e612051fcedb83b84758a0b12be_394800_ori.file
